part_a,part_b,score,bbox_gap,contact_length,draw_order_gap,shared_chain_depth,chain_a,chain_b,physics_a,physics_b
L_ear_outer,L_upper_lash,24.93,0.0,37,212.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
R_ear_outer,R_iris,24.81,20.0,47,193.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
face_base,R_iris,24.73,0.0,47,191.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
mouth_parts_interior,eye_R_smile,24.67,50.0,0,134.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
mouth_parts_interior,eye_L_smile,24.63,57.0,0,133.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_tongue,eye_R_smile,24.63,71.176,0,133.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
L_ear_outer,L_iris,24.62,18.0,50,192.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_interior,eye_R_blink,24.59,50.0,0,132.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
mouth_parts_tongue,eye_L_smile,24.59,78.16,0,132.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_teeth,eye_R_smile,24.59,55.0,0,132.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
face_base,L_iris,24.58,0.0,50,191.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_interior,eye_L_blink,24.55,57.0,0,131.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_tongue,eye_R_blink,24.55,71.176,0,131.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
mouth_parts_teeth,eye_L_smile,24.55,62.0,0,131.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_lower_lip,eye_R_smile,24.55,61.0,0,131.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
mouth_parts_tongue,eye_L_blink,24.51,78.16,0,130.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_teeth,eye_R_blink,24.51,55.0,0,130.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
mouth_parts_lower_lip,eye_L_smile,24.51,68.0,0,130.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_teeth,eye_L_blink,24.47,62.0,0,129.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_lower_lip,eye_R_blink,24.47,61.0,0,129.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
mouth_line,eye_R_smile,24.47,41.0,0,129.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
mouth_parts_lower_lip,eye_L_blink,24.43,68.0,0,128.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_line,eye_L_smile,24.43,48.0,0,128.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_line,eye_R_blink,24.39,41.0,0,127.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
mouth_line,eye_L_blink,24.35,48.0,0,126.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
hair_front_C,accent_gloom,24.16,0.0,149,9.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>front_hair_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,1,0
face_base,L_upper_lash,24.04,0.0,54,211.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
eye_L_blink,accent_sweat,23.99,0.0,27,176.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_upper_lash,accent_gloom,23.95,0.0,31,180.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_smile,accent_sweat,23.91,0.0,27,174.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,R_upper_lash,23.74,0.0,60,211.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
L_upper_lash,accent_gloom,23.6,0.0,38,180.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_ear_outer,R_eye_white,23.57,0.0,41,183.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
eye_L_blink,accent_gloom,23.51,0.0,35,174.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,R_eye_white,23.49,0.0,41,181.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
L_ear_outer,L_eye_white,23.43,0.0,43,182.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
eye_L_smile,accent_gloom,23.43,0.0,35,172.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,L_eye_white,23.39,0.0,43,181.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
nose_reference,L_iris,23.24,64.846,0,95.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
nose_reference,R_iris,23.24,42.72,0,95.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
nose_reference,eye_L_smile,23.22,30.0,0,123.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
nose_reference,eye_L_blink,23.14,30.0,0,121.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
neck,choker,22.9,0.0,26,30.0,3,root_warp>upper_warp>neck_warp,root_warp>upper_warp>neck_warp,0,1
nose_reference,L_upper_lash,22.9,52.01,0,115.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
nose_reference,R_upper_lash,22.9,34.409,0,115.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
L_ear_outer,mouth_line,22.869,77.647,0,92.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
L_iris,accent_tear,22.72,8.544,0,82.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_blink,accent_gloom,22.67,0.0,51,173.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_iris,accent_blush,22.64,25.0,0,80.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_smile,accent_gloom,22.59,0.0,51,171.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
neck_skin,choker,22.46,0.0,26,19.0,3,root_warp>upper_warp>neck_warp,root_warp>upper_warp>neck_warp,0,1
face_base,mouth_parts_teeth,22.159,0.0,11,88.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
mouth_parts_lower_lip,accent_blush,22.119,22.0,87,182.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
mouth_parts_teeth,accent_blush,22.059,16.0,89,183.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,mouth_parts_tongue,21.919,0.0,15,87.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
L_eye_white,accent_blush,21.9,26.0,0,90.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
nose_reference,eye_R_smile,21.86,8.0,28,124.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
nose_reference,eye_R_blink,21.78,8.0,28,122.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
face_base,mouth_line,21.779,0.0,21,91.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
nose_reference,R_eye_white,21.7,36.056,0,85.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
nose_reference,L_eye_white,21.7,59.464,0,85.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_interior,accent_blush,21.339,11.0,105,185.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_iris,L_brow,21.236,50.0,0,30.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_iris,R_brow,21.236,51.0,0,30.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
mouth_line,accent_blush,20.989,2.0,108,180.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_ear_outer,R_brow,20.92,31.0,0,223.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_ear_outer,L_brow,20.88,40.0,0,222.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,mouth_parts_lower_lip,20.799,0.0,39,89.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
R_eye_white,R_brow,20.756,57.0,0,40.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_eye_white,L_brow,20.756,56.0,0,40.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_eye_white,accent_tear,20.73,4.0,25,92.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_upper_lash,accent_blush,20.7,38.0,0,60.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_upper_lash,accent_blush,20.7,26.0,0,60.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_iris,accent_blush,20.24,18.0,48,80.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,L_brow,20.19,0.0,13,221.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,eye_R_smile,20.15,0.0,139,220.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
face_base,mouth_parts_interior,20.129,0.0,50,86.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
face_base,eye_R_blink,20.07,0.0,139,218.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
face_base,R_brow,20.04,0.0,16,221.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,eye_L_smile,20.01,0.0,141,219.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
face_base,eye_L_blink,19.93,0.0,141,217.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_interior,nose_reference,19.589,43.0,0,10.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_upper_lash,L_brow,19.556,33.0,0,10.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_upper_lash,R_brow,19.556,30.0,0,10.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
mouth_parts_tongue,nose_reference,19.549,64.0,0,9.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
mouth_parts_teeth,nose_reference,19.509,48.0,0,8.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
mouth_parts_lower_lip,nose_reference,19.469,54.0,0,7.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
mouth_line,nose_reference,19.389,34.0,0,5.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
clothes,R_arm,19.35,0.0,81,10.0,2,root_warp>body_warp,root_warp>body_warp,1,0
R_iris,eye_expr_heart,19.29,0.0,47,55.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_blink,L_brow,19.276,72.062,0,3.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_iris,eye_expr_squeeze,19.25,0.0,47,54.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_iris,eye_expr_jito,19.21,0.0,47,53.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_smile,L_brow,19.196,72.062,0,1.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_upper_lash,accent_tear,19.18,16.0,32,62.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_iris,eye_expr_surprise,19.17,0.0,47,52.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_iris,eye_expr_heart,19.14,0.0,50,55.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_iris,eye_expr_wink,19.13,0.0,47,51.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_iris,eye_expr_squeeze,19.1,0.0,50,54.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_iris,eye_expr_smile,19.09,0.0,47,50.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_iris,eye_expr_jito,19.06,0.0,50,53.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_iris,eye_expr_surprise,19.02,0.0,50,52.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_iris,eye_expr_wink,18.98,0.0,50,51.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_iris,eye_expr_smile,18.94,0.0,50,50.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_blink,accent_tear,18.94,0.0,32,56.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
raw_bottomwear,clothes,18.9,0.0,86,5.0,2,root_warp>body_warp,root_warp>body_warp,0,1
L_upper_lash,eye_R_smile,18.893,74.0,0,9.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
eye_L_smile,accent_tear,18.86,0.0,32,54.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_eye_white,eye_expr_heart,18.85,0.0,41,65.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_upper_lash,eye_R_blink,18.813,74.0,0,7.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
R_eye_white,eye_expr_squeeze,18.81,0.0,41,64.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_eye_white,eye_expr_jito,18.77,0.0,41,63.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_eye_white,eye_expr_heart,18.75,0.0,43,65.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_eye_white,eye_expr_surprise,18.73,0.0,41,62.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_eye_white,eye_expr_squeeze,18.71,0.0,43,64.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_eye_white,eye_expr_wink,18.69,0.0,41,61.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_eye_white,eye_expr_jito,18.67,0.0,43,63.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_blink,eye_R_smile,18.653,63.0,0,3.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
R_eye_white,eye_expr_smile,18.65,0.0,41,60.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_eye_white,eye_expr_surprise,18.63,0.0,43,62.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_eye_white,eye_expr_wink,18.59,0.0,43,61.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_blink,eye_R_blink,18.573,63.0,0,1.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
eye_R_blink,eye_L_smile,18.573,63.0,0,1.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
eye_L_smile,eye_R_smile,18.573,63.0,0,1.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
L_eye_white,eye_expr_smile,18.55,0.0,43,60.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_ear_outer,eye_expr_heart,18.28,0.0,52,247.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
clothes,L_arm,18.25,0.0,103,10.0,2,root_warp>body_warp,root_warp>body_warp,1,0
L_ear_outer,eye_expr_squeeze,18.24,0.0,52,246.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_brow,accent_sweat,18.23,9.0,13,172.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_ear_outer,eye_expr_heart,18.22,0.0,54,248.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_ear_outer,eye_expr_jito,18.2,0.0,52,245.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_ear_outer,eye_expr_squeeze,18.18,0.0,54,247.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_ear_outer,eye_expr_surprise,18.16,0.0,52,244.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_brow,accent_gloom,18.15,0.0,13,170.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_ear_outer,eye_expr_jito,18.14,0.0,54,246.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_ear_outer,eye_expr_wink,18.12,0.0,52,243.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_ear_outer,eye_expr_surprise,18.1,0.0,54,245.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_ear_outer,eye_expr_smile,18.08,0.0,52,242.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_ear_outer,eye_expr_wink,18.06,0.0,54,244.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_ear_outer,eye_expr_smile,18.02,0.0,54,243.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_brow,accent_gloom,18.0,0.0,16,170.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_eye_white,accent_blush,17.6,18.0,86,90.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_upper_lash,eye_expr_heart,17.0,0.0,54,35.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_upper_lash,eye_expr_squeeze,16.96,0.0,54,34.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_upper_lash,eye_expr_jito,16.92,0.0,54,33.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_upper_lash,eye_expr_surprise,16.88,0.0,54,32.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
neck_under,clothes,16.84,0.0,132,11.0,2,root_warp>body_warp,root_warp>body_warp,0,1
L_upper_lash,eye_expr_wink,16.84,0.0,54,31.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_upper_lash,eye_expr_smile,16.8,0.0,54,30.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
